сity;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м. Київ;Дніпровський; б-р Гашека Ярослава;10;50.43716;30.62858;Подвійного призначення;Підвал;Житловий будинок;ЖБК;Приватна;296-23-03;Відсутній
м. Київ;Дніпровський; б-р Гашека Ярослава;16;50.43768;30.63162;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №404 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;292-01-37;Відсутній
м. Київ;Дніпровський; б-р Гашека Ярослава;4;50.4364447;30.6261585;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №404 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;292-01-37;Відсутній
м. Київ;Дніпровський; б-р Гашека Ярослава;8-А;50.4360868;30.628098;Найпростіші укриття;Підвал;Житловий будинок;"ТОВ ""Житлосервіс плюс""";Приватна;067-209-54-47;Відсутній
м. Київ;Дніпровський; б-р Гашека Ярослава;8-А;50.43604;30.6278802;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;"ОСББ ""Родинний затишок""";Приватна;050-550-15-25;В наявності
м. Київ;Дніпровський; б-р Дарницький;1;50.45951;30.61447;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;1-А;50.45969;30.61364;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;10;50.4650824;30.6113868;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;10-А;50.46532;30.61118;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;12;50.46562;30.61161;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;3-А;50.46027;30.61360;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;8;50.46413;30.61061;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; б-р Дарницький;8-Б;50.464561;30.6098966;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Будівельно-сервісна компанія Україна»;Приватна;546-73-22;В наявності
м. Київ;Дніпровський; б-р Перова - вул. Микитенка;;50.4854632;30.5931212;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;559-69-82;В наявності
м. Київ;Дніпровський; б-р Перова - вул. Стальського Сулеймана;;50.4741309;30.5963763;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;513-62-22;В наявності
м. Київ;Дніпровський; б-р Перова - вул. Стальського Сулеймана;;50.47395;30.59621;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;559-69-82;В наявності
м. Київ;Дніпровський; б-р Перова - просп. Алішера Навої;;50.47395;30.59711;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;513-62-22;В наявності
м. Київ;Дніпровський; б-р Перова - просп. Алішера Навої;;50.4732638;30.5973621;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;559-69-82;В наявності
м. Київ;Дніпровський; б-р Перова (зуп. Паркові озера);;50.46759;30.59921;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;559-69-82;В наявності
м. Київ;Дніпровський; б-р Перова- вул . Кибальчича Миколи;;50.47395;30.59523;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;513-62-22;В наявності
м. Київ;Дніпровський; б-р Перова- вул. Воскресенська;;50.4673715;30.5993066;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ Дніпровського району міста Києва;Комунальна;513-62-22;В наявності
м. Київ;Дніпровський; б-р Перова;1;50.4756892;30.5954049;Найпростіші укриття;Підвал з пандусом;Школа;СШ-інтернат № 26;Комунальна;542-33-59;В наявності
м. Київ;Дніпровський; б-р Перова;10 -А;50.4699478;30.5991032;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;"ЖБК ""Петровський""";Приватна;067-537-37-81;В наявності
м. Київ;Дніпровський; б-р Перова;13/2;50.48141;30.5912657;Найпростіші укриття;Підвал;Житловий будинок;"Житловий будинок ОСББ ""Дім""";Приватна;540-23-04;Відсутній
м. Київ;Дніпровський; б-р Перова;14-А;50.4752948;30.599598;Найпростіші укриття;Підвал;Школа;СЗШ № 201;Комунальна;510-88-47;Відсутній
м. Київ;Дніпровський; б-р Перова;23;50.48595;30.59175;Найпростіші укриття;Підвал;Школа;СЗШ-інтернат № 18;Комунальна;542-46-06;Відсутній
м. Київ;Дніпровський; б-р Перова;24;50.48029;30.59514;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №408 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;540-69-43;Відсутній
м. Київ;Дніпровський; б-р Перова;3;50.4769427;30.5939095;Найпростіші укриття;Підвал з пандусом;Школа;СШ-інтернат № 14;Комунальна;542-33-57;В наявності
м. Київ;Дніпровський; б-р Перова;38/1;50.4856117;30.5943752;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; б-р Перова;4;50.46684;30.59996;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №408 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;540-69-43;Відсутній
м. Київ;Дніпровський; б-р Перова;44;50.48898;30.59224;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; б-р Перова;48-Б;50.4922397;30.5926473;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; б-р Перова;50;50.4931765;30.5913936;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; б-р Перова;50-Б;50.4926987;30.5919786;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; б-р Перова;8;50.469291;30.5989949;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №408 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;540-69-43;Відсутній
м. Київ;Дніпровський; б-р Праці;10;50.4552217;30.6191758;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; б-р Праці;7;50.4547373;30.6183776;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; б-р Шамо Ігоря;1/5;50.4351692;30.5987334;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; б-р Шамо Ігоря;12;50.4385498;30.5980256;Найпростіші укриття;Підвал;Житловий будинок;ОСББ «Башта»;Приватна;097-124-23-76;Відсутній
м. Київ;Дніпровський; б-р Шамо Ігоря;17-А;50.4421505;30.5954338;Найпростіші укриття;Підвал;Школа;Русанівський ліцей;Комунальна;517-38-46;Відсутній
м. Київ;Дніпровський; вул. Алматинська;109;50.4520486;30.6799905;Найпростіші укриття;Підвал з пандусом;Адмін. будівля;Центр культури та мистецтв;Комунальна;568-78-28;В наявності
м. Київ;Дніпровський; вул. Алматинська;109;50.4521798;30.679802;Найпростіші укриття;Підвал;Житловий будинок;"ТОВ ""Житлосервіс плюс""";Приватна;067-209-54-47;Відсутній
м. Київ;Дніпровський; вул. Алматинська;111;50.4527395;30.6825222;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;113;50.45323;30.68333;Найпростіші укриття;Підвал;Школа;СЗШ №11;Комунальна;568-78-21;Відсутній
м. Київ;Дніпровський; вул. Алматинська;36-А;50.4432835;30.6681124;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;37-Б;50.4428888;30.6645651;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;39-Б;50.4436669;30.661369;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 62;Комунальна;568-94-06;Відсутній
м. Київ;Дніпровський; вул. Алматинська;41-А;50.4452395;30.659652;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;89;50.4461602;30.6705659;Найпростіші укриття;Підвал;Школа;СЗШ № 103;Комунальна;568-83-14;Відсутній
м. Київ;Дніпровський; вул. Алматинська;95;50.4473622;30.6731812;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;97/1;50.4475373;30.6735291;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Алматинська;99/2;50.4482913;30.6746373;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 406 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;568-80-43;Відсутній
м. Київ;Дніпровський; вул. Бажова;5;50.4506214;30.6182052;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Бажова;6-А;50.4523559;30.6190573;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 261;Комунальна;292-00-32;Відсутній
м. Київ;Дніпровський; вул. Бажова;9-А;50.4520607;30.6166727;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Берегова;11;50.4679742;30.7167888;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-45-33;Відсутній
м. Київ;Дніпровський; вул. Березняківська;30;50.4251726;30.6121539;Найпростіші укриття;Підвал;Школа;"НВК № 30 ""Еко Над""";Комунальна;550-32-68;Відсутній
м. Київ;Дніпровський; вул. Березняківська;34;50.4228482;30.5999058;Найпростіші укриття;Підвал;Школа;СЗШ № 228;Комунальна;550-32-67;Відсутній
м. Київ;Дніпровський; вул. Бородіна;6;50.4483554;30.671777;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Бородіна;6-А;50.447721;30.672189;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Будівельників (тунельний прохід);;50.4429488;30.6258736;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП «ШЕУ Дніпровського району м. Києва»;Комунальна;559-69-88;В наявності
м. Київ;Дніпровський; вул. Будівельників;12;50.4459854;30.6202778;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;21/9;50.4479127;30.6143427;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;22/11;50.4481825;30.6152563;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;23;50.4485854;30.614091;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;24;50.4491549;30.6147832;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;30;50.451694;30.6136018;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Будівельників;32/2;50.45170;30.61276;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;37;50.4517898;30.611034;Найпростіші укриття;Підвал з пандусом;Школа;СШ № 148;Комунальна;559-14-36;В наявності
м. Київ;Дніпровський; вул. Будівельників;41;50.4532125;30.6107378;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Будівельників;8;50.4452753;30.6227746;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-45-33;Відсутній
м. Київ;Дніпровський; вул. Віфлеємська;14;50.4437564;30.6106478;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №407 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;550-51-05;Відсутній
м. Київ;Дніпровський; вул. Гродненська;1/35;50.4359222;30.646006;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №404 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;292-01-37;Відсутній
м. Київ;Дніпровський; вул. Ентузіастів;11;50.4374102;30.6042877;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; вул. Ентузіастів;29;50.4420208;30.6030635;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; вул. Ентузіастів;37;50.4429545;30.5994793;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; вул. Ентузіастів;5;50.43433;30.59738;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; вул. Ентузіастів;7;50.4357622;30.6003265;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 410 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;517-39-18;Відсутній
м. Київ;Дніпровський; вул. Жмаченка Генерала;10;50.4608298;30.6104809;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 535;Комунальна;543-82-61;Відсутній
м. Київ;Дніпровський; вул. Запорожця Петра;26-А;50.4779866;30.6057687;Найпростіші укриття;Підвал;Житловий будинок;"Житловий комплекс ""Воскресенський""";Приватна;050-334-84-48;Відсутній
м. Київ;Дніпровський; вул. Запорожця Петра;26-А;50.4797008;30.6039674;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Офпродів»;Приватна;573-22-37;В наявності
м. Київ;Дніпровський; вул. Каунаська;10-А;50.4348459;30.6267076;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №407 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;550-51-05;Відсутній
м. Київ;Дніпровський; вул. Каунаська;2;50.438973;30.6247792;Найпростіші укриття;Підвал;Школа;СЗШ № 66;Комунальна;292-70-85;Відсутній
м. Київ;Дніпровський; вул. Кибальчича Миколи;15;50.4928821;30.6009125;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Кибальчича Миколи;15-А;50.493364;30.6007305;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Кибальчича Миколи;3;50.4908038;30.5943322;Найпростіші укриття;Підвал з пандусом;Школа;ПНЗ «Зміна»;Комунальна;542-14-76;В наявності
м. Київ;Дніпровський; вул. Кибальчича Миколи;5;50.4908814;30.5962022;Найпростіші укриття;Підвал з пандусом;Школа;СЗШ № 224;Комунальна;512-83-82;В наявності
м. Київ;Дніпровський; вул. Кибальчича Миколи;7;50.4911465;30.5978502;Найпростіші укриття;Підвал;Школа;СШ № 246;Комунальна;512-90-64;Відсутній
м. Київ;Дніпровський; вул. Кибальчича Миколи;7-А;50.4923743;30.5975518;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Кибальчича Миколи;7-Б;50.4925465;30.5985891;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Кибальчича;9;50.4816631;30.599765;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Комбінатна;25;50.4609754;30.5849505;Найпростіші укриття;Підвал;Житловий будинок;"ТОВ ""Форвард-Київ-Сервіс""";Приватна;050-960-65-86;Відсутній
м. Київ;Дніпровський; вул. Космічна;3;50.4664717;30.6207627;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; вул. Космічна;6;50.4655427;30.62014;Подвійного призначення;Підвал;Житловий будинок;ЖЕД №411 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;513-32-81;Відсутній
м. Київ;Дніпровський; вул. Краківська;11;50.4539064;30.6180034;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Краківська;13-А;50.4561047;30.6251595;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Краківська;13-А;50.4561821;30.6254132;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;"КП ""Житлоінвестбуд-УКБ""";Приватна;517-39-91;В наявності
м. Київ;Дніпровський; вул. Краківська;13-Б;50.45588;30.624314;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Краківська;13-Б;50.4559595;30.6245077;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;"КП ""Житлоінвестбуд-УКБ""";Приватна;517-39-91;В наявності
м. Київ;Дніпровський; вул. Краківська;13-В;50.4557032;30.6234481;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Краківська;13-В;50.4557603;30.6236724;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;"КП ""Житлоінвестбуд-УКБ""";Приватна;517-39-91;В наявності
м. Київ;Дніпровський; вул. Краківська;15/17;50.4564752;30.6265239;Найпростіші укриття;Підвал;Житловий будинок;Житловий будинок ОСББ;Приватна;227-52-02;Відсутній
м. Київ;Дніпровський; вул. Краківська;4;50.4524656;30.6142405;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Краківська;4;50.45244;30.61446;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №401 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Краківська;6;50.4527678;30.6153583;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД №402 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;559-69-82;Відсутній
м. Київ;Дніпровський; вул. Курнатовського;15;50.48762;30.6019817;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Макаренка;1-А;50.4478166;30.6731783;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Микитенка;11;50.4864902;30.6001687;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Микитенка;5;50.4859926;30.5953122;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 409 КП «КК з ОЖФ Дніпровського району м. Києва»;Комунальна;512-70-91;Відсутній
м. Київ;Дніпровський; вул. Микільсько-Слобідська;1-А;50.4562573;30.5911896;Найпростіші укриття;Підвал;Житловий будинок;"ТОВ ""МГ - Сервіс""";Приватна;067-47-08-128;Відсутній
м. Київ;Дніпровський; вул. Микільсько-Слобідська;1-А;50.454832;30.5929843;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Будівельно-сервісна компанія Україна»;Приватна;546-73-22;В наявності
м. Київ;Дніпровський; вул. Микільсько-Слобідська;2-Б;50.4546423;30.5913129;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Микільсько-Слобідська;2-В;50.454183;30.5913234;Найпростіші укриття;Підвал;Житловий будинок;Житловий будинок ОСББ;Приватна;067-446-00-82;Відсутній
м. Київ;Дніпровський; вул. Микільсько-Слобідська;2-В;50.4541358;30.5910989;Найпростіші укриття;Підвал;Житловий будинок;"КП з експлуатації і ремонту житлового фонду ""Житлосервіс""";Комунальна;281-44-01;Відсутній
м. Київ;Дніпровський; вул. Микільсько-Слобідська;4-В;50.4535218;30.5891459;Найпростіші укриття;Підвал;Житловий будинок;"ТОВ ""Новобудова""";Приватна;525-90-03;Відсутній
