сity;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м.Київ;Оболонський; вул. Тимошенка Маршала;14;50.5109758;30.4962323;Найпростіші укриття;Підвал;Адмін. будівля;КНП «КДЦ»;Комунальна;418-31-80;Відсутній
м.Київ;Оболонський; вул. Тимошенка Маршала;14;50.511259;30.4957522;Найпростіші укриття;Підвал;Адмін. будівля;КНП «ЦПМСД» №1;Комунальна;418-62-71;Відсутній
м.Київ;Оболонський; вул. Тимошенка Маршала;15;50.5123467;30.4892007;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; вул. Тимошенка Маршала;18;50.5115477;30.5052621;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; вул. Тимошенка Маршала;19;50.5141289;30.4954306;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; вул. Тимошенка Маршала;2-Ж;50.5050676;30.4866276;Найпростіші укриття;Підвал;Житловий будинок;Уні-тет Драгоманова;Приватна;0234-11-08;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;10-А;50.5001488;30.5163497;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Експл-на компанія»;Приватна;230-89-07;В наявності
м.Київ;Оболонський;" перехід станція метро ""Оболонь""";;50.5023166;30.4989751;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; перехр. вул. Героїв Дніпр – просп. Оболонський;;50.5228204;30.4980073;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; перехр. вул. Героїв Дніпр – просп. Оболонський;;50.5220632535237;30.49850083178317;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; перехр. вул. Героїв Дніпр – просп. Оболонський;;50.5221792;30.4994021;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; перехр. вул. Героїв Дніпр – просп. Оболонський;;50.5223634;30.4982594;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; пл. Дружби Народів;;50.5016301;30.5007339;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп-т Героїв Сталінграда;16;50.5089508;30.509658;Найпростіші укриття;Підвал;Адмін. будівля;КМЦРПМ;Комунальна;411-87-54;Відсутній
м.Київ;Оболонський; просп-т Мінський;12;50.5261664;30.4539722;Найпростіші укриття;Підвал;Житловий будинок;ОД-508;Комунальна;338-31-25;Відсутній
м.Київ;Оболонський; просп. Бендери Степана;9;50.4884055;30.4798188;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Бендери Степана; з/д «Маяк»;50.4893434;30.4900425;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Бендери Степана; ЗБВ «Поліссільбуд»;50.4884824;30.4802175;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Бендери Степана; розв. вул. Богатирська з/д «КЕМЗ»;50.4892523;30.5027896;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Бендери Степана; розв. зал. дор;50.4886096;30.4840101;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Бендери Степана; розв.вул. Богатирська (вул. Йорданська);50.4896258;30.4969058;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;1;50.49393023646878;30.519729397700466;Найпростіші укриття;Підвал;Житловий будинок;ОД-501;Комунальна;338-30-91;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;10;50.5012458;30.5158105;Найпростіші укриття;Підвал;Адмін. будівля;«Київська ак-я мистецтв»;Комунальна;410-93-10;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;10-А;50.4999455;30.5161704;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;14-Б;50.5079988;30.5122764;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ОГК «Росток-2015»;Приватна;426-89-24;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;10-А-5;50.4993952;30.5164997;Найпростіші укриття;Підвал;Житловий будинок;«ГС-10АГармонія»;Приватна;050-462-86-19;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;10-А-7;50.4989585;30.5190853;Найпростіші укриття;Підвал;Житловий будинок;«ГС-10АСтарт»;Приватна;067-632-78-88;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;12-Д;50.5058731;30.5135242;Найпростіші укриття;Підвал;Житловий будинок;«Арован»;Приватна;426-74-44;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;12-Є;50.5064497;30.5131379;Найпростіші укриття;Підвал;Житловий будинок;«Фаворит»;Приватна;097-311-86-30;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;12-Ж;50.5065657;30.5121375;Найпростіші укриття;Підвал;Житловий будинок;«Фаворит»;Приватна;097-311-86-30;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;13;50.501221909077934;30.512374668864833;Найпростіші укриття;Підвал;Житловий будинок;ОД-501;Комунальна;338-30-91;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;14-Б;50.5080067;30.512036;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;14-Г;50.508848856759926;30.512110997701157;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Житлобуд-1»;Приватна;464-65-44;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;2-Ж;50.492157;30.5241337;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Парк Стоун Сервіс»;Приватна;364-14-15;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;17;50.503378224894156;30.51046591119292;Найпростіші укриття;Підвал;Житловий будинок;ОД-501;Комунальна;338-30-91;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;17-А;50.5039331393018;30.509134455949255;Найпростіші укриття;Підвал;Житловий будинок;ОД-501;Комунальна;338-30-91;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;18;50.50966084733854;30.50825075722518;Найпростіші укриття;Підвал;Адмін. будівля;ПНЗ «Сфера»;Приватна;412-06-82;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;18-А;50.5097871;30.5091413;Найпростіші укриття;Підвал;Житловий будинок;«Оболонська домівка»;Приватна;426-77-70;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;2-Г;50.492075141247035;30.524458268864404;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;2-Д;50.4899511;30.529283;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «ПаркСтоунСервіс»;Приватна;364-14-15;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;20-А;50.5101163;30.5124791;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;КБЕПІГ «Заграва»;Приватна;464-79-06;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;20;50.51112948951764;30.50962518420928;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;20-А;50.5110891;30.5110613;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;22;50.51085347289296;30.50770874188121;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Житлобуд-1»;Приватна;464-65-44;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;24;50.51170038803271;30.50847986701321;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Оболонь-сервіс»;Приватна;230-85-57;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;24-А;50.51170038803271;30.50847986701321;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Оболонь-сервіс»;Приватна;230-85-57;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;4;50.4926517;30.524413;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Експл-на компанія»;Приватна;230-89-07;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;25;50.5087641;30.5077337;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;26-А;50.5136115;30.5081074;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;35;50.5139057;30.5066091;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;37;50.51461021419346;30.506920540029466;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;38;50.5166894;30.5118759;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;39;50.5148808;30.5080082;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;39-Г;50.5171334;30.5041507;Найпростіші укриття;Підвал;Школа;ЗЗСО № 240;Комунальна;411-51-12;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;47-А;50.51898979072407;30.512986955373584;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ОСББ;Приватна;500-31-76;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;4-А;50.4941823;30.5214277;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;4;50.4937649;30.5239786;Найпростіші укриття;Підвал;Житловий будинок;«Оазис-4»;Приватна;067-106-82-50;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;43;50.5158485;30.5091353;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;43-В;50.5175412;30.5069035;Найпростіші укриття;Підвал;Житловий будинок;«Білоозірне»;Приватна;414-75-25;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;47;50.5179205;30.5108328;Найпростіші укриття;Підвал;Школа;Гімназія «Потенціал»;Комунальна;413-59-11;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;53-Б;50.521079855826585;30.513022684209677;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ МЖК «Оболонь к-т»;Приватна;500-31-76;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;49;50.519598553752864;30.51294398235756;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;49-Б;50.5195692;30.510288;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;51;50.520422694032916;30.512596153521663;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;51-А;50.52039550831464;30.51139544002963;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;53;50.5211826;30.5121942;Найпростіші укриття;Підвал;Житловий будинок;«Оболонь-6»;Приватна;413-54-21;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;55;50.5217414;30.5126776;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ОСББ;Приватна;500-31-76;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;55;50.52170042580583;30.512870726537795;Найпростіші укриття;Підвал;Житловий будинок;«Будинок мрій»;Приватна;098-880-04-86;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;6;50.494649;30.5219902;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Експл-на компанія»;Приватна;230-89-07;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;58-В;50.5264964052358;30.518107309596626;Найпростіші укриття;Підвал;Школа;ЗЗСО № 298;Комунальна;412-16-13;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;6;50.4950204;30.5205033;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;6-Б;50.4964002025803;30.521476826536574;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Експл-на компанія»;Приватна;230-89-07;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;6-А;50.4961363;30.519468;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;6-Б;50.4963923;30.5217801;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;8;50.49734295015498;30.518588911192655;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «Експл-на компанія»;Приватна;230-89-07;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;60;50.52620651212904;30.516948440029836;Найпростіші укриття;Підвал;Житловий будинок;Маяк-7;Приватна;414-19-30;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;64/56;50.5281592;30.5166164;Найпростіші укриття;Підвал;Житловий будинок;ОД-505;Комунальна;338-30-95;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;7;50.4988015;30.5165423;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський; просп. Оболонський;26;50.5136493;30.5002148;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ Комфорт Резіденсіс;Приватна;220-29-10;В наявності
м.Київ;Оболонський; просп. Героїв Сталінграда;8-А;50.4984493;30.5175704;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «Експ-на компанія»;Приватна;230-89-07;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;8-Б;50.4984146;30.5190374;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 115;Комунальна;227-13-90;Відсутній
м.Київ;Оболонський; просп. Героїв Сталінграда;8;50.4975178;30.5201984;Найпростіші укриття;Підвал;Житловий будинок;«Оазіс 2016»;Приватна;095-734-37-30;Відсутній
м.Київ;Оболонський; просп. Мінський;6;50.5230048;30.4529616;Найпростіші укриття;Підвал;Адмін. будівля;КП «КНП ЦПМСД №2;Комунальна;426-96-64;Відсутній
м.Київ;Оболонський; просп. Оболонський;11;50.5072919;30.4972345;Найпростіші укриття;Підвал;Житловий будинок;Суднобудівник-6;Приватна;426-44-07;Відсутній
м.Київ;Оболонський; просп. Оболонський;12-В;50.5040858;30.5021514;Найпростіші укриття;Підвал;Школа;НВК ліцей №157;Комунальна;418-75-08;Відсутній
м.Київ;Оболонський; просп. Оболонський;13;50.50840526615394;30.497185740029135;Найпростіші укриття;Підвал;Житловий будинок;ОД-503;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;15;50.51108507202277;30.497555653521182;Найпростіші укриття;Підвал;Житловий будинок;Вчитель;Приватна;412-52-94;Відсутній
м.Київ;Оболонський; просп. Оболонський;15;50.5102868;30.497561;Найпростіші укриття;Підвал;Житловий будинок;Мікрофон;Приватна;096-222-13-75;Відсутній
м.Київ;Оболонський; просп. Оболонський;15-В;50.5101962952839;30.496391207705067;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 533;Комунальна;418-21-82;Відсутній
м.Київ;Оболонський; просп. Оболонський;16;50.5075742385953;30.499380399553065;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Оболонський;16-Д;50.5079222;30.5029263;Найпростіші укриття;Підвал;Школа;ЗЗСО № 239;Комунальна;418-87-15;Відсутній
м.Київ;Оболонський; просп. Оболонський;2-Б;50.498413194995855;30.499179940028696;Найпростіші укриття;Підвал;Школа;ЗЗСО І-ІІІ ст. № 219;Комунальна;418-28-58;Відсутній
м.Київ;Оболонський; просп. Оболонський;23-А;50.5153556;30.4966712;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 280;Комунальна;412-67-62;Відсутній
м.Київ;Оболонський; просп. Оболонський;54;50.52661245761055;30.500236599553926;Подвійного призначення;Підземний паркінг з пандусом;Житловий будинок;ТОВ «ЖЕК Тауер»;Приватна;0596-07-07;В наявності
м.Київ;Оболонський; просп. Оболонський;27-В;50.5160503;30.4964107;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;31;50.517159;30.4975659;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;32-Б;50.5168913;30.5027578;Найпростіші укриття;Підвал;Школа;ЗЗСО № 20;Комунальна;411-10-77;Відсутній
м.Київ;Оболонський; просп. Оболонський;33-А;50.5182099;30.4962301;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;36 (1-5підїзд);50.5197067;30.4997813;Найпростіші укриття;Підвал;Житловий будинок;Суднобудівник-4;Приватна;412-53-21;Відсутній
м.Київ;Оболонський; просп. Оболонський;36 (6-7 підїзд);50.5191541;30.5006932;Найпростіші укриття;Підвал;Житловий будинок;Сатурн-3;Приватна;412-58-15;Відсутній
м.Київ;Оболонський; просп. Оболонський;36-Д;50.5179979;30.5015569;Найпростіші укриття;Підвал;Житловий будинок;ОД-502;Комунальна;338-30-89;Відсутній
м.Київ;Оболонський; просп. Оболонський;37;50.519227054934035;30.49775974188151;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-30-91;Відсутній
м.Київ;Оболонський; просп. Оболонський;37-Б;50.519089884947;30.49543237071755;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 611;Комунальна;412-36-52;Відсутній
м.Київ;Оболонський; просп. Оболонський;39-А;50.52051401152545;30.496589755949753;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;39-В;50.5198847;30.4973142;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;39-В;50.520046759857834;30.49519261145361;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 606;Комунальна;412-30-41;Відсутній
м.Київ;Оболонський; просп. Оболонський;43;50.521032234646746;30.497643697701633;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; просп. Оболонський;49;50.523875;30.4978528;Найпростіші укриття;Підвал;Житловий будинок;ОД-504;Комунальна;338-31-27;Відсутній
м.Київ;Оболонський; вул. Набережно-рибальська;;50.4858003;30.5336039;Подвійного призначення;Підземний перехід з пандусом;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;В наявності
м.Київ;Оболонський; просп. Оболонський;54;50.52656471385638;30.50015076886592;Найпростіші укриття;Підвал;Житловий будинок;ТОВ «ЖЕК ТАУЕР»;Приватна;0596-07-07;Відсутній
м.Київ;Оболонський; просп. Оболонський;7-А;50.5043662;30.4957567;Найпростіші укриття;Підвал;Дитячий садок;ДНЗ № 208;Комунальна;418-22-54;Відсутній
м.Київ;Оболонський; просп. Оболонський;9-А;50.5080124;30.4952913;Найпростіші укриття;Підвал;Школа;ЗЗСО № 214;Комунальна;418-20-24;Відсутній
м.Київ;Оболонський; просп. Оболонський;9-Б;50.50596729125046;30.495766153521;Найпростіші укриття;Підвал;Школа;ЗЗСО І-ІІІ ст. № 225;Комунальна;419-72-55;Відсутній
м.Київ;Оболонський; просп. Рокоссовського Маршала;2;50.520000151164226;30.45919451018006;Найпростіші укриття;Підвал;Житловий будинок;ОД-508;Комунальна;338-31-25;Відсутній
м.Київ;Оболонський; просп. Рокоссовського Маршала;5;50.52368214076864;30.458249984209814;Найпростіші укриття;Підвал;Школа;ЗЗСО І-ІІІ ст. № 9;Комунальна;432-76-96;Відсутній
м.Київ;Оболонський; просп. Рокоссовського Маршала;6;50.5221148;30.4593876;Найпростіші укриття;Підвал;Житловий будинок;ОД-508;Комунальна;338-31-25;Відсутній
м.Київ;Оболонський; просп. Рокоссовського Маршала;6- Б;50.5216441;30.4617104;Найпростіші укриття;Підвал;Житловий будинок;ОД-508;Комунальна;338-31-25;Відсутній
м.Київ;Оболонський; тр. розв. вул. Героїв Дніпр – просп. Героїв Сталінграда;;50.5224062;30.5132767;Подвійного призначення;Підземний перехід;Підземний перехід;КП ШЕУ;Комунальна;468-23-26;Відсутній
м.Київ;Оболонський;Станція метро «Героїв Дніпра»;;50.52289086437755;30.498880726537763;Подвійного призначення;Станція метро;Станція метро;"КП ""Київський метрополітен""";Комунальна;238-44-21;В наявності
м.Київ;Оболонський;Станція метро «Мінська»;;50.513001;30.497808;Подвійного призначення;Станція метро;Станція метро;"КП ""Київський метрополітен""";Комунальна;238-44-21;В наявності
м.Київ;Оболонський;Станція метро «Оболонь»;;50.502314;30.4975039;Подвійного призначення;Станція метро;Станція метро;"КП ""Київський метрополітен""";Комунальна;238-44-21;В наявності
м.Київ;Оболонський;Станція метро «Почайна»;;50.4867992;30.4978802;Подвійного призначення;Станція метро;Станція метро;"КП ""Київський метрополітен""";Комунальна;238-44-21;В наявності
