сity;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м. Київ;Дарницький; вул. Ахматової Анни;30;50.4082971;30.6223662;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ТОВ «Компас»;Приватна;0585-12-01;В наявності
м. Київ;Дарницький; вул. Ахматової Анни;3-А;50.41100;30.64264;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 204 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;0565-01-20;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;30;50.4079414;30.6228032;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Компас»;Приватна;0585-12-01;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;31-А;50.4071744;30.6262407;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП «Житлосервіс»;Комунальна;569-12-71;В наявності
м. Київ;Дарницький; вул. Ахматової Анни;31;50.40749;30.62747;Подвійного призначення;Підвал;Житловий будинок;«Три сусіди»;Приватна;050-723-34-74;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;7/15;50.410281;30.6396529;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;Підземний гараж ТОВ «Самсей»;Приватна;;В наявності
м. Київ;Дарницький; вул. Ахматової Анни;32/18;50.40749;30.62111;Найпростіші укриття;Підвал;Будинок інвестиційний;ТОВ «Компас»;Приватна;0585-12-01;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;35;50.40705;30.62425;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Новобудова»;Приватна;525-90-03;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;35-А;50.40597;30.62404;Найпростіші укриття;Підвал;Будинок інвестиційний;ТОВ «Новобудова»;Приватна;525-90-03;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;35-Б;50.40605;30.62523;Найпростіші укриття;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Приватна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;39-Б;50.4058754;30.6198448;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 205 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;573-61-63;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;45;50.40493;30.61630;Найпростіші укриття;Підвал;Житловий будинок;«Ахматової-45»;Приватна;576-66-79;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;46;50.4066532;30.6184573;Найпростіші укриття;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;46;50.40667;30.61832;Найпростіші укриття;Підвал;Житловий будинок;«Ахматової 46»;Приватна;;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;47;50.40434;30.61581;Найпростіші укриття;Підвал;Житловий будинок;«Дім на Набережній»;Приватна;570-97-83;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;48;50.40637;30.61723;Найпростіші укриття;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;50;50.40608;30.61611;Найпростіші укриття;Підвал;Житловий будинок;«Будинок Ахматової»;Приватна;;Відсутній
м. Київ;Дарницький; вул. Ахматової Анни;7/15;50.4106539;30.6396868;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;564-90-98;В наявності
м. Київ;Дарницький; вул. Горлівська;38/40;50.4213958;30.646018;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП «КК з ОЖФ Дарницького р-ну м. Києва» ЖЕД № 201;Комунальна;564-90-98;В наявності
м. Київ;Дарницький; вул. Ахматової Анни;9/18;50.4102349;30.6370971;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 204 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;0565-01-20;Відсутній
м. Київ;Дарницький; вул. Бажана Миколи;32-А;50.3969331;30.6483513;Найпростіші укриття;Підвал;Школа;СЗШ № 316;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Бажана Миколи;7-А;50.40418;30.65784;Найпростіші укриття;Підвал;Дітсадок;ДНЗ № 59;Комунальна;560-97-72;Відсутній
м. Київ;Дарницький; вул. Бориспільська;12-Б;50.4275925;30.6713078;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Бориспільська;12-Б;50.4276255;30.6714422;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Бориспільська;12-В;50.4272884;30.6677067;Подвійного призначення;Підвал;Житловий будинок;«Дім-комфорт»;Приватна;379-13-09;Відсутній
м. Київ;Дарницький; вул. Бориспільська;26-Ж;50.42517;30.68446;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Перший український експертний центр»;Приватна;359-10-53;Відсутній
м. Київ;Дарницький; вул. Бориспільська;26-З;50.425068;30.6836414;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Перший український експертний центр»;Приватна;359-10-53;Відсутній
м. Київ;Дарницький; вул. Бориспільська;26-К;50.4250665;30.6859862;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Перший український експертний центр»;Приватна;359-10-53;Відсутній
м. Київ;Дарницький; вул. Бориспільська;3/3;50.43240;30.65594;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 210 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-00-04;Відсутній
м. Київ;Дарницький; вул. Бориспільська;30;50.4253368;30.6805176;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 210 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-00-04;Відсутній
м. Київ;Дарницький; вул. Бориспільська;34;50.42386;30.68713;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 210 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-00-04;Відсутній
м. Київ;Дарницький; вул. Бориспільська;38;50.4226944;30.6881789;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 210 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-00-04;Відсутній
м. Київ;Дарницький; вул. Бориспільська;6;50.4289038;30.6641416;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Українське спеціальне житлово- експлуатаційне сервісне підприємство»;Приватна;;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.429621;30.6699846;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4307626;30.6682152;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4309207;30.6675258;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4311057;30.6685949;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.431257;30.6678416;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4316518;30.6686665;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4318733;30.6678582;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4300553;30.6681448;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4300798;30.6701866;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4292866;30.6712834;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.4296296;30.6720353;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Бориспільська;7/9;50.429909;30.6715894;Найпростіші укриття;Підвал;Колишні сховища V класу;ДАХК «Київський радіозавод»;Комунальна;566-94-87;Відсутній
м. Київ;Дарницький; вул. Вакуленчука;1;50.4026304;30.6727563;Найпростіші укриття;Підвал;Школа;СШ № 10;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Вакуленчука;50-А;50.4055046;30.6833751;Найпростіші укриття;Підвал;Школа;СШ № 113;Комунальна;563-99-14;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;14-Г;50.40867;30.65086;Найпростіші укриття;Підвал;Школа;СЗШ № 266;Комунальна;0562-10-29;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;17-Б;50.40897;30.66275;Найпростіші укриття;Підвал;Дітсадок;ДНЗ № 773;Комунальна;560-93-40;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;26-В;50.4061123;30.6603081;Найпростіші укриття;Підвал;Школа;СШ № 255;Комунальна;562-28-84;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;28-Г;50.4061097;30.6630051;Найпростіші укриття;Підвал;Школа;Гімназія № 237;Комунальна;562-19-07;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;7;50.40969;30.65949;Найпростіші укриття;Підвал;Школа;Гімназія № 261;Комунальна;563-95-93;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;7-А;50.41109;30.65718;Найпростіші укриття;Підвал;Школа;Гімназія № 267;Комунальна;566-32-21;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;8-Б;50.41104;30.64952;Найпростіші укриття;Підвал;Дітсадок;ДНЗ № 719;Комунальна;564-68-48;Відсутній
м. Київ;Дарницький; вул. Вербицького Архітектора;9-В;50.41199;30.65845;Найпростіші укриття;Підвал;Дітсадок;ДНЗ № 774;Комунальна;569-92-40;Відсутній
м. Київ;Дарницький; вул. Вереснева ;12-А;50.426984;30.6633324;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;12;50.4274462;30.6637927;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;13/59;50.42503;30.66621;Найпростіші укриття;Підвал;Колишні сховища V класу;СДПЧ-5 ДСНС № 24 розділу Відомчі;Комунальна;566-12-43а;Відсутній
м. Київ;Дарницький; вул. Вереснева;18/20;50.42554;30.66433;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;24-А;50.4244998;30.6638524;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;26/28;50.4237967;30.6658939;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;5;50.42774;30.66432;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вереснева;9;50.42654;30.66573;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Вірменська;27/31;50.4089233;30.6731729;Найпростіші укриття;Підвал;Відомчі житлові будинки;ДП НТК «Імпульс»;Інша;564-00-45;Відсутній
м. Київ;Дарницький; вул. Вірменська;6-А;50.4060961;30.670858;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Ковальська- Житлосервіс»;Приватна;569-84-08;Відсутній
м. Київ;Дарницький; вул. Вірменська;6-А;50.40620;30.67061;Подвійного призначення;Підвал;Житловий будинок;«Вірменська 6»;Приватна;067-243-39-39;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;58;50.4237605;30.6631592;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;65/7;50.4246684;30.6689337;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;66;50.4242602;30.667311;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;67;50.4245718;30.6696739;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;69;50.42435;30.67059;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;71/8;50.4242747;30.6710486;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;72;50.4241534;30.6694141;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;75;50.4240572;30.6728629;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Волго-Донська;76;50.4239615;30.6705093;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 208 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;567-01-50;Відсутній
м. Київ;Дарницький; вул. Геофізиків;8;50.3896997;30.6900852;Найпростіші укриття;Підвал;Відомчі житлові будинки;ТОВ «ЖКГ Геолог»;Приватна;284-83-25;Відсутній
м. Київ;Дарницький; вул. Гмирі Бориса;3-Б;50.3938179;30.6317146;Найпростіші укриття;Підвал;Школа;Скандинавська гімназія;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Гришка Михайла;9;50.395336;30.6333209;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ «Еверест»;Приватна;097-237-52-88;В наявності
м. Київ;Дарницький; вул. Григоренка Петра ;21-Б;50.40618;30.63367;Найпростіші укриття;Підвал;Школа;СЗШ № 309;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Гришка Михайла;9;50.3953317;30.6338729;Подвійного призначення;Підвал;Житловий будинок;«Еверест»;Приватна;097-237-52-88;Відсутній
м. Київ;Дарницький; вул. Декабристів;12/37;50.4039084;30.6528078;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП «КК з ОЖФ Дарницького р-ну м. Києва» ЖЕД № 202;Комунальна;563-07-70;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;14;50.4017091;30.6145216;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;В наявності
м. Київ;Дарницький; вул. Декабристів;8-А;50.405917;30.6527258;Найпростіші укриття;Підвал;Школа;СШ № 302;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;14;50.40172;30.61419;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;14-А;50.4023104;30.6144621;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;14-А;50.4023261;30.6141924;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;14-Б;50.4027876;30.614396;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;14-Б;50.4029424;30.6140276;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;19;50.4075453;30.611685;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;19;50.40756;30.61120;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;19-А;50.4076919;30.6129234;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;19-А;50.4075971;30.6138886;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;19-В;50.4067415;30.6150241;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;19-В;50.4069382;30.6156005;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;23;50.4068121;30.6127907;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;23;50.40644;30.61267;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ Управляюча компанія «Юкрейніан сіті сервіс»;Приватна;371-70-05;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;25;50.4062149;30.6144905;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;25;50.40586;30.61440;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;25-А;50.405698;30.6139194;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;Підземний гараж «Позняки-10»;Приватна;;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-А;50.3929508;30.6139749;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ «Дніпровська набережна 26 А»;Приватна;050-385-54-85;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-А;50.39271;30.61431;Подвійного призначення;Підвал;Житловий будинок;«Дніпровська набережна 26 А»;Приватна;050-385-54-85;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-Б;50.39375;30.61401;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ «Південна брама 26 Б»;Приватна;067-465-84-76;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-Б;50.39258;30.61324;Подвійного призначення;Підвал;Житловий будинок;«Південна брама 26 Б»;Приватна;067-465-84-76;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-Г;50.3937132;30.6132343;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ «Південна брама 26 Г»;Приватна;050-549-92-36;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-Г;50.39333;30.61291;Подвійного призначення;Підвал;Житловий будинок;«Південна брама 26 Г»;Приватна;050-549-92-36;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-Д;50.3937826;30.6130221;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ДП «Дарниця-1»;Інша;067-217-31-20;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-Д;50.3939817;30.612842;Подвійного призначення;Підвал;Будинок інвестиційний;ДП «Дарниця-1»;Інша;067-217-31-20;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-Ж;50.3939595;30.614525;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ ЖК «Південна брама 26 Ж»;Приватна;067-465-84-76;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-Ж;50.3941845;30.6137038;Подвійного призначення;Підвал;Житловий будинок;ЖК Южнье врата;Приватна;067-465-84-76;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-З;50.3930002;30.6131629;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ ЖК «Південна брама 26 З»;Приватна;050-549-92-36;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-З;50.394158;30.6138774;Подвійного призначення;Підвал;Житловий будинок;ЖК Южнье врата;Приватна;050-549-92-36;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-І;50.3932485;30.6148198;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ОСББ «26-І»;Приватна;0228-01-01;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-К;50.3934298;30.6141174;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;ДП «Дарниця-1»;Інша;067-217-31-20;В наявності
м. Київ;Дарницький; вул. Дніпровська набережна;26-І;50.39408;30.61403;Подвійного призначення;Підвал;Житловий будинок;«26-І»;Приватна;0228-01-01;Відсутній
м. Київ;Дарницький; вул. Дніпровська набережна;26-К;50.3936147;30.6145857;Подвійного призначення;Підвал;Будинок інвестиційний;ДП «Дарниця-1»;Інша;067-217-31-20;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;17-А;50.409161;30.6405451;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;Підземна автостоянка «Позняки-17»;Приватна;;В наявності
м. Київ;Дарницький; вул. Драгоманова Михайла;10-В;50.41322;30.63153;Найпростіші укриття;Підвал;Школа;СЗЗ «Слов'янська гімназія»;Комунальна;565-43-66;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;15-А;50.4103384;30.6410388;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 204 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;0565-01-20;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;17;50.4095793;30.6402401;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 204 КП «КК з ОЖФ Дарницького р-ну м. Києва»;Комунальна;0565-01-20;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;38;50.4068756;30.6383086;Подвійного призначення;Підземний паркінг з пандусом;Підземні автопаркінги;КП ЕРЖФ «Житло-сервіс»;Комунальна;569-12-71;В наявності
м. Київ;Дарницький; вул. Драгоманова Михайла;2;50.4177051;30.6345658;Подвійного призначення;Підвал;Будинок інвестиційний;КП ЕРЖФ «Житло-сервіс»;Комунальна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;2-А;50.4179148;30.6334507;Подвійного призначення;Підвал;Будинок інвестиційний;ТОВ «Управлінська компанія «Житло-Сервіс»;Приватна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;2-Б;50.4177904;30.6325083;Подвійного призначення;Підвал;Будинок інвестиційний;"ТОВ «Управлінська компанія ""Житло-Сервіс»";Приватна;281-44-01;Відсутній
м. Київ;Дарницький; вул. Драгоманова Михайла;27-А;50.40230;30.63795;Найпростіші укриття;Підвал;Школа;гімназія № 315;Комунальна;565-43-66;Відсутній
