сity;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м. Київ;Голосіївський; вул. Васильківська;11/11;50.3953677;30.5014773;Подвійного призначення;Підвал;Житловий будинок;Власн. Франченко О.Л.;Приватна;050-654-14-13;Відсутній
м. Київ;Голосіївський; вул. Васильківська;12-А;50.3972023;30.5023326;Найпростіші укриття;Підвал;спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської мови № 15 міста Києва;Комунальна власність міста Києва;Комунальна;257-71-10;Відсутній
м. Київ;Голосіївський; вул. Васильківська;13;50.3949234;30.5009554;Подвійного призначення;Підвал;Житловий будинок;Власн. Клепікова Т.В.;Приватна;050-382-43-55;Відсутній
м. Київ;Голосіївський; вул. Васильківська;15/14;50.3950637;30.5000065;Подвійного призначення;Підвал;Житловий будинок;Власн. Бардичева Ж.О.;Приватна;258-34-60;Відсутній
м. Київ;Голосіївський; вул. Васильківська;18;50.3958024;30.500608;Подвійного призначення;Підземний паркінг;Паркінг;Авто кооператив(1 ярус);Приватна;464-94-17;Відсутній
м. Київ;Голосіївський; вул. Васильківська;18;50.3958417;30.5007314;Подвійного призначення;Підземний паркінг;Паркінг;Авто кооператив(2 ярус);Приватна;464-94-17;Відсутній
м. Київ;Голосіївський; вул. Васильківська;2;50.3975176;30.5070488;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Темп-8""";Приватна;063-437-06-91;Відсутній
м. Київ;Голосіївський; вул. Васильківська;27 к.1;50.3938821;30.4928794;Подвійного призначення;Підвал;Житловий будинок;Власн. ТОВ «Пошук»;Приватна;257-42-90;Відсутній
м. Київ;Голосіївський; вул. Васильківська;36;50.3924643;30.4836354;Найпростіші укриття;Підвал;Гуртожиток ;Київський національний університет імені Тараса Шевченка;Комунальна;"521-35-88;521-32-37";Відсутній
м. Київ;Голосіївський; вул. Васильківська;42;50.390643;30.4823923;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-107 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;250-30-73;Відсутній
м. Київ;Голосіївський; вул. Васильківська;5/7;50.3962592;30.50486;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-103 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;257-22-39;Відсутній
м. Київ;Голосіївський; вул. Васильківська;51;50.3849361;30.4805838;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Будівельник-3""";Приватна;066-255-44-93;Відсутній
м. Київ;Голосіївський; вул. Васильківська;53-А;50.385156;30.4801617;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Будсервіс""";Приватна;097-207-13-05;Відсутній
м. Київ;Голосіївський; вул. Васильківська;7/7;50.3958612;30.5037599;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Васильківська 7""";Приватна;067-443-14-27;Відсутній
м. Київ;Голосіївський; вул. Васильківська;9/14;50.3957158;30.5027215;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-103 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;257-22-39;Відсутній
м. Київ;Голосіївський; вул. Васильківська;94;50.3856958;30.4785135;Найпростіші укриття;Підвал;Гуртожиток ;Київський національний університет імені Тараса Шевченка;Комунальна;"521-35-88;521-32-38";Відсутній
м. Київ;Голосіївський; вул. Васильківська; ріг вул. Стельмаха;50.3957105;30.5020799;Подвійного призначення;Підземний перехід;Підземний перехід;"КК ""Київавтодор""";Комунальна;285-03-36;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;112;50.4235924;30.5185198;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Алмаз""";Приватна;229-46-87;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;120;50.4196121;30.5210051;Подвійного призначення;Підвал;Житловий будинок;Власн. Рябова І.О.;Приватна;067-444-75-55;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;124;50.4186822;30.5212744;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Художник.""";Приватна;067-547-45-44;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;128;50.4174737;30.5213585;Найпростіші укриття;Підвал;спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської та італійської мов № 130 імені Данте Аліг’єрі міста Києва;Комунальна власність міста Києва;Комунальна;529-77-57;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;130;50.4168379;30.5227925;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-102 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;528-62-52;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;132;50.415271;30.5234352;Подвійного призначення;Підвал;Житловий будинок;Власн. Тужиков Г.А.;Приватна;067-905-11-53;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;134;50.4147326;30.5240934;Подвійного призначення;Підвал;Житловий будинок;Власн. Селвинський І.О.;Приватна;528-33-95;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;54;50.4348696;30.5156467;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Проектувальнк-6""";Приватна;097-557-20-28;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;58;50.4342136;30.5154653;Подвійного призначення;Підвал;Житловий будинок;"ТОВ ""Шугархауз""";Приватна;067-238-26-41;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;78;50.431197;30.5151957;Найпростіші укриття;Підвал з пандусом;спеціалізована школа І-ІІІ ступенів з поглибленим вивченням іноземних мов № 112 імені Т. Шевченка міста Києва;Комунальна власність міста Києва;Комунальна;287-62-78;В наявності
м. Київ;Голосіївський; вул. Велика Васильківська;80;50.4309639;30.5156943;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Будівельник""";Приватна;050-419-03-44;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська;90;50.4292352;30.5155322;Подвійного призначення;Підвал;Нежитлове приміщення в житловому будинку;Управління культури Голосіївської РДА;Комунальна;287-40-46;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська; біля метро «Палац Україна»;50.4208725;30.5206172;Подвійного призначення;Підземний перехід;Підземний перехід;"КК ""Київавтодор""";Комунальна;285-03-36;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська; ріг вул. Коновальця;50.4228793;30.5193145;Подвійного призначення;Підземний перехід;Підземний перехід;"КК ""Київавтодор""";Комунальна;285-03-36;Відсутній
м. Київ;Голосіївський; вул. Велика Васильківська; ріг вул. Фізкультури;50.4322616;30.51605;Подвійного призначення;Підземний перехід;Підземний перехід;"КК ""Київавтодор""";Комунальна;285-03-36;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;10-А;50.4012836;30.5301481;Подвійного призначення;Підземний паркінг;Паркінг;КП «Житло-сервіс»;Приватна;230-95-67;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;53;50.4024757;30.5297533;Подвійного призначення;Підземний паркінг;Паркінг;ТОВ «НОВОБУДОВА»;Приватна;525-09-99;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;59;50.4021951;30.5313427;Найпростіші укриття;Підвал;Інвестиційні будинки;КП «Житло-сервіс»;Приватна;230-95-67;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;61-А;50.4029515;30.5306322;Подвійного призначення;Інше;Нежитлове приміщення в житловому будинку;Управління культури Голосіївської РДА;Комунальна;525-21-99;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;83;50.3990855;30.5318049;Подвійного призначення;Підвал;Нежитлове приміщення в житловому будинку;Управління культури Голосіївської РДА;Комунальна;525-52-30;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;83;50.3993491;30.531676;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Велика Китаївська;85;50.3980088;30.5329968;Найпростіші укриття;Підвал;гімназія № 59 імені О. М. Бойченка міста Києва;Комунальна власність міста Києва;Комунальна;525-21-38;Відсутній
м. Київ;Голосіївський; вул. Вільямса Академіка;19/14;50.3844759;30.4560174;Подвійного призначення;Підземний паркінг;Паркінг;ТОВ «Ліко-житлосервіс»;Приватна;596-58-21;Відсутній
м. Київ;Голосіївський; вул. Вільямса Академіка;3/7;50.3900969;30.465163;Подвійного призначення;Підземний паркінг;Паркінг;ТОВ «Ліко-житлосервіс»;Приватна;596-58-21;Відсутній
м. Київ;Голосіївський; вул. Вільямса Академіка;5;50.3891359;30.4633715;Подвійного призначення;Підземний паркінг;Паркінг;ТОВ «Ліко-житлосервіс»;Приватна;596-58-21;Відсутній
м. Київ;Голосіївський; вул. Волзька;12-А;50.414496;30.5081978;Найпростіші укриття;Підвал;Спеціальна школа-інтернат І-ІІ ступенів № 11 міста Києва;Комунальна власність міста Києва;Комунальна;529-17-29;Відсутній
м. Київ;Голосіївський; вул. Володимирська;69;50.4388393;30.5108045;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Володимирська";"69""";Приватна;Відсутній
м. Київ;Голосіївський; вул. Володимирська;71;50.4383969;30.5112688;Найпростіші укриття;Підвал;Дитячо-юнацька вокально-хореографічна студія «Світанок»;Комунальна власність міста Києва;Комунальна;289-01-50;Відсутній
м. Київ;Голосіївський; вул. Володимирська;78;50.4366487;30.509222;Подвійного призначення;Інше;Школа музична;Управління культури Голосіївської РДА;Комунальна;287-30-36;Відсутній
м. Київ;Голосіївський; вул. Володимирська;79-Б;50.4369148;30.5117257;Найпростіші укриття;Підвал;медична гімназія № 33 міста Києва;Комунальна власність міста Києва;Комунальна;287-10-96;Відсутній
м. Київ;Голосіївський; вул. Героїв Оборони;3;50.3842062;30.4878294;Подвійного призначення;Підвал;Житловий будинок;Власн. ТОВ «ЧеБо»;Приватна;258-34-44;Відсутній
м. Київ;Голосіївський; вул. Героїв Оборони;5;50.3837695;30.4880496;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-106 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;258-69-15;Відсутній
м. Київ;Голосіївський; вул. Голосіївська;10;50.4018287;30.5203431;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Голосіївська;12;50.401244807061204;30.518738740602878;Найпростіші укриття;Підвал з пандусом;ліцей „Голосіївський” № 241 міста Києва;Комунальна власність міста Києва;Комунальна;525-87-30;В наявності
м. Київ;Голосіївський; вул. Голосіївська;4;50.4036752;30.5225697;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Голосіївська;6;50.4030925;30.5217647;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Голосіївська;8;50.4024621;30.5210494;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Деміївська;35-Б;50.3998842;30.5102789;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Темп-11""";Приватна;096-433-79-18;Відсутній
м. Київ;Голосіївський; вул. Деміївська;37;50.4012389;30.5091897;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Темп-14""";Приватна;258-92-90;Відсутній
м. Київ;Голосіївський; вул. Деміївська;47;50.3996874;30.5063092;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Темп-15""";Приватна;097-953-38-53;Відсутній
м. Київ;Голосіївський; вул. Деміївська;53;50.3986041;30.5031823;Найпростіші укриття;Підвал;Будинки ЖБК;"ЖБК ""Будівельник-4""";Приватна;050-410-72-25;Відсутній
м. Київ;Голосіївський; вул. Деревообробна;3;50.4045571;30.5777367;Найпростіші укриття;Підвал;Технічне приміщення;Київське вище професійне училище деревообробки;Комунальна;467-70-24;Відсутній
м. Київ;Голосіївський; вул. Добрий Шлях;5;50.3978932;30.5164267;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Добрий Шлях;64;50.3926643;30.5223073;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Дубініна Володі;12/12;50.3923917;30.4962773;Подвійного призначення;Підвал;Житловий будинок;Власн. Товкун Л.П.;Приватна;067-247-47-22;Відсутній
м. Київ;Голосіївський; вул. Дубініна Володі;4;50.3906541;30.4968623;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-106 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;258-69-15;Відсутній
м. Київ;Голосіївський; вул. Дубініна Володі;5/15;50.3918633;30.4959732;Найпростіші укриття;Підвал;Інвестиційні будинки;КП «Житло-сервіс»;Приватна;230-95-67;Відсутній
м. Київ;Голосіївський; вул. Дубініна Володі;7/14;50.3923685;30.4958096;Найпростіші укриття;Підвал;Інвестиційні будинки;ТОВ «Перший український експертний центр»;Приватна;359-10-50;Відсутній
м. Київ;Голосіївський; вул. Жилянська;46;50.4347408;30.5076683;Найпростіші укриття;Підвал;спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської мови № 44 міста Києва;Комунальна власність міста Києва;Комунальна;289-77-85;Відсутній
м. Київ;Голосіївський; вул. Жилянська;49/51;50.4369783;30.5011143;Найпростіші укриття;Підвал;Гуртожиток;Національний інститут серцево-судинної хірургії ім. М.Амосова Національної академії медичних наук України;Комунальна;275-35-25;Відсутній
м. Київ;Голосіївський; вул. Жилянська;59;50.437865;30.499646;Подвійного призначення;Підземний паркінг;Паркінг;ТОВ «ПОРЯД.ОК.Управління та експлуатація нерухомості»;Приватна;067-516-42-55;Відсутній
м. Київ;Голосіївський; вул. Жилянська;69/71;50.438625;30.4995606;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-105 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;288-06-80;Відсутній
м. Київ;Голосіївський; вул. Жилянська;7-В;50.4335657;30.5150695;Подвійного призначення;Підземний паркінг;Паркінг;ОСББ «Дім»;Приватна;067-234-67-69;Відсутній
м. Київ;Голосіївський; вул. Жилянська;75;50.439123;30.4987407;Найпростіші укриття;Підвал з пандусом;спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської мови № 165 міста Києва;Комунальна власність міста Києва;Комунальна;287-04-20;В наявності
м. Київ;Голосіївський; вул. Жуковського;10;50.3995436;30.4930158;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""Білий дім""";Приватна;067-443-14-27;Відсутній
м. Київ;Голосіївський; вул. Забіли Віктора;3;50.4007297;30.5159048;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-110 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;525-19-00;Відсутній
м. Київ;Голосіївський; вул. Забіли Віктора;5;50.4003772;30.516112;Подвійного призначення;Підземний паркінг;Паркінг;"ОСББ ""Голосіївська вежа 5""";Приватна;096-956-98-40;Відсутній
м. Київ;Голосіївський; вул. Забіли Віктора;5;50.4005669;30.5161388;Найпростіші укриття;Підвал;Будинки ОСББ;"ОСББ ""ГОЛОСІЇВСЬКА ВЕЖА 5""";Приватна;096-956-98-40;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;10;50.367019;30.4597959;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;100;50.3621598;30.4657937;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;102;50.3617636;30.4660078;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;104;50.3619229;30.4657859;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;106;50.3619594;30.4655793;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;108;50.3618982;30.4650236;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;110;50.3619665;30.4643692;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;112;50.361764;30.4645244;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;114;50.3616273;30.4644565;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;116;50.3613874;30.4643338;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;118;50.3610496;30.4637973;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;12;50.3670159;30.4602575;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;120;50.3610529;30.4642629;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;122;50.3607733;30.4645817;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;126/1;50.3611696;30.4694341;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;128;50.3605238;30.469641;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;136;50.3588524;30.4719835;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
м. Київ;Голосіївський; вул. Заболотного Академіка;136А;50.358653;30.4713531;Найпростіші укриття;Підвал;Будинки комунальної власності;ЖЕД-109 КП «КК з ОЖФ Голосіївського р-ну м. Києва»;Комунальна;0526-11-11;Відсутній
