city;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м.Київ;Деснянський; вул. Бальзака;80;50.5248221;30.6100732;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Бальзака;86;50.5272248;30.6108344;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Беретті;1-Б;50.5123233;30.6018811;Найпростіші укриття;Підвал;Кристал-18;Кристал-18;;;Відсутній
м.Київ;Деснянський; вул. Беретті;3;50.5089399;30.6046683;Найпростіші укриття;Підвал;Октава-2;Октава-2;;;Відсутній
м.Київ;Деснянський; вул. Беретті;5;50.5095653;30.6035076;Найпростіші укриття;Підвал;Хімік-13;Хімік-13;;;Відсутній
м.Київ;Деснянський; вул. Беретті;7;50.5102709;30.6028976;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 249 Деснянського району міста Києва;;515-24-50;В наявності
м.Київ;Деснянський; вул. Братиславска – пр. Лісовий;;50.4778535;30.6178468;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Братиславська - Малишка;;50.4625449;30.6285617;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Братиславська- вул. Бойченка;;50.4654459;30.6267407;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Братиславська;9-А;50.4757556;30.6168501;Найпростіші укриття;Підвал;Барвінок;Барвінок;;;Відсутній
м.Київ;Деснянський; вул. Братислваська –вул. Курчатова;;50.47475;30.6200887;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Будищанська;8;50.5305211;30.6039387;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І –ІІІ ступенів № 320 з поглибленим вивченням української мови Деснянського району міста Києва;;530-18-26;В наявності
м.Київ;Деснянський; вул. Будівельників;10;50.5099025;30.5825605;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 310 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;515-42-45;Відсутній
м.Київ;Деснянський; вул. Волкова;10-А;50.4881499;30.6338919;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 303 “КК з ОЖФ Деснянського р-ну м.Києва”;Комунальна;518-27-37;Відсутній
м.Київ;Деснянський; вул. Гагаріна - вул. Червоногвардійська;;50.4554878;30.6330791;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Градинська;10-Б;50.519182;30.6014422;Подвійного призначення;Підземний паркінг;КП «Автотранспортник»;КП «Автотранспортник»;;;Відсутній
м.Київ;Деснянський; вул. Градинська;14-А;50.5193955;30.5994322;Подвійного призначення;Підземний паркінг;КП «Автотранспортник»;КП «Автотранспортник»;;;Відсутній
м.Київ;Деснянський; вул. Градинська;20;50.5204574;30.5969979;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Градинська;3;50.5178939;30.5999941;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Градинська;5;50.5181737;30.5994014;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Градинська;6-Б;50.5204336;30.6014317;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 308 Деснянського району міста Києва;;530-36-49;В наявності
м.Київ;Деснянський; вул. Градинська;6-В;50.5192226;30.6024677;Подвійного призначення;Підземний паркінг;Підземний гараж;КП «Автотранспортник»;;;Відсутній
м.Київ;Деснянський; вул. Градинська;7;50.5185578;30.5982477;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Данкевича;1/79;50.5198084;30.6256695;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Данкевича;10;50.5218249;30.6148332;Подвійного призначення;Підземний паркінг;Гаражне підприємство № 1;Гаражне підприємство № 1;;;Відсутній
м.Київ;Деснянський; вул. Данкевича;12;50.5219849;30.6138291;Подвійного призначення;Підземний паркінг;Гаражне підприємство № 1;Гаражне підприємство № 1;;;Відсутній
м.Київ;Деснянський; вул. Данкевича;14;50.522211;30.6117523;Подвійного призначення;Підземний паркінг;Гаражне підприємство № 1;Гаражне підприємство № 1;;;Відсутній
м.Київ;Деснянський; вул. Данкевича;16;50.5222517;30.6107833;Подвійного призначення;Підземний паркінг;Гаражне підприємство № 1;Гаражне підприємство № 1;;;Відсутній
м.Київ;Деснянський; вул. Данкевича;7-А;50.5190012;30.6212352;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Данькевича;13;50.5203413;30.6142747;Найпростіші укриття;Підвал ;Школа;Гімназія № 283 ІІ-ІІІ ступенів Деснянського району міста Києва;;530-13-18;В наявності
м.Київ;Деснянський; вул. Данькевича;5;50.5193172;30.622604;Найпростіші укриття;Підвал ;Школа;Школа І –ІІІ ступенів № 292 імені гетьмана Івана Мазепи Деснянського району міста Києва;;530-03-80;В наявності
м.Київ;Деснянський; вул. Драйзера;16;50.507477;30.6013393;Найпростіші укриття;Підвал;Суднобудівник-11;Суднобудівник-11;;;Відсутній
м.Київ;Деснянський; вул. Драйзера; зупинка АТС;50.5074822;30.5991533;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Драйзера;19;50.5092846;30.5964283;Найпростіші укриття;Підвал;Адмінбудівля;ЦПМСД № 2;;537-15-60;Відсутній
м.Київ;Деснянський; вул. Драйзера;40-Б;50.515165;30.5954795;Найпростіші укриття;Підвал;Школа;Школа І-ІІІ ступенів № 321 Деснянського району міста Києва;;515-60-92;В наявності
м.Київ;Деснянський; вул. Драйзера універсам Сільпо-Дніпро;;50.5018496;30.6038811;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Жукова;31-А;50.4763278;30.6360732;Подвійного призначення;Підземний паркінг;ОССББ “Маршал”;ОССББ “Маршал”;;;Відсутній
м.Київ;Деснянський; вул. Жукова;33-А;50.4769978;30.6361497;Подвійного призначення;Підземний паркінг;ТОВ “Дім Сервіс”;ТОВ “Дім Сервіс”;;;Відсутній
м.Київ;Деснянський; вул. Закревського;11;50.4986032;30.5967842;Найпростіші укриття;Підвал;Житловий будинок;Арсеналець-23;Приватна;;Відсутній
м.Київ;Деснянський; вул. Закревського;11-А;50.4999345;30.5963013;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І-ІІІ ступенів № 251 імені Хо Ши Міна з поглибленим вивченням англійської мови Деснянського району міста Києва;;515-93-09;В наявності
м.Київ;Деснянський; вул. Закревського;15-Б;50.4999413;30.5996099;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 119 Деснянського району міста Києва;;515-88-86;В наявності
м.Київ;Деснянський; вул. Закревського;19;50.4982022;30.6022659;Найпростіші укриття;Підвал;Хімік-12 Шовковик-10;Хімік-12 Шовковик-10;;;Відсутній
м.Київ;Деснянський; вул. Закревського;35-Б;50.5042254;30.6101624;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 238 Деснянського району міста Києва;;515-95-35;В наявності
м.Київ;Деснянський; вул. Закревського;37-Б;50.5054794;30.6121937;Найпростіші укриття;Підвал ;Школа;Комунальний заклад «Спеціалізована школа І-ІІІ ступенів № 247 з поглибленим вивченням іноземних мов» Деснянського району міста Києва;;515-70-21;В наявності
м.Київ;Деснянський; вул. Закревського;45-Б;50.5075773;30.6150221;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 248 Деснянського району міста Києва;;515-64 16;В наявності
м.Київ;Деснянський; вул. Закревського;65-А;50.5158205;30.6234191;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 282 Деснянського району міста Києва;;530-01-54;В наявності
м.Київ;Деснянський; вул. Закревського;81/1;50.5219872;30.6267686;Найпростіші укриття;Підвал;Адмінбудівля;КНП «КДЦ»;;530-86-36;Відсутній
м.Київ;Деснянський; вул. Закревського;87-А;50.5262222;30.6265903;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Закревського;91/1;50.5284137;30.6277447;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Закревського;95-А;50.529753;30.626237;Найпростіші укриття;Підвал;Житловий будинок;ТОВ ЕК «Комфорт-Майстер»;Приватна;593-86-88;Відсутній
м.Київ;Деснянський; вул. Закревського;95-В;50.5301723;30.624153;Найпростіші укриття;Підвал;Житловий будинок;ТОВ ЕК «Комфорт-Майстер»;Приватна;593-86-88;Відсутній
м.Київ;Деснянський; вул. Каштанова;1/9;50.4998079;30.5892283;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 310 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;515-42-45;Відсутній
м.Київ;Деснянський; вул. Каштанова;12;50.5041514;30.5865931;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І ступеня № 312 з поглибленим вивченням іноземної мови Деснянського району міста Києва;;515-28-42;В наявності
м.Київ;Деснянський; вул. Каштанова;14;50.5047976;30.5849258;Найпростіші укриття;Підвал;Прип’ять-30;Прип’ять-30;;;Відсутній
м.Київ;Деснянський; вул. Каштанова;14-А;50.5057548;30.5847471;Найпростіші укриття;Підвал;Прип’ять-30;Прип’ять-30;;;Відсутній
м.Київ;Деснянський; вул. Кіото;15;50.4642771;30.6354549;Найпростіші укриття;Підвал;Восток;Восток;;;Відсутній
м.Київ;Деснянський; вул. Кіото;19 (навчальний корпус А);50.466271;30.6376298;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;19 (навчальний корпус А);50.4661327;30.637721;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;19 (навчальний корпус В);50.4660576;30.6375038;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;19 (навчальний корпус В);50.4662163;30.6374018;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;21 (навчальний корпус Д);50.4660439;30.6413658;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;21 (навчальний корпус Д);50.4660951;30.6416045;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Кіото;23;50.4670601;30.6434686;Найпростіші укриття;Підвал;Адмінбудівля;ВКУ КНТЕУ;;513-15-54;Відсутній
м.Київ;Деснянський; вул. Курчатова;18-А;50.4765086;30.6311707;Найпростіші укриття;Підвал;Адмінбудівля;ЦПМСД № 4;;532-72-96;Відсутній
м.Київ;Деснянський; вул. Курчатова;18/1;50.4770059;30.632213;Найпростіші укриття;Підвал;Школа;Спеціалізована школа І-ІІІ ступенів № 152 з поглибленим вивченням англійської мови Деснянського району міста Києва;;518-25-43;В наявності
м.Київ;Деснянський; вул. Курчатова;18/2;50.4763701;30.6348366;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 212 Деснянського району міста Києва;;513-40-09;В наявності
м.Київ;Деснянський; вул. Курчатова;6-А;50.4741588;30.6258085;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 218 Деснянського району міста Києва;;513-20-36;В наявності
м.Київ;Деснянський; вул. Лаврухіна;10;50.5176571;30.5985306;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;14;50.5182282;30.5967532;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;16;50.5186314;30.5963035;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;5;50.5157112;30.6006255;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;6;50.5169149;30.5997342;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;7;50.5163197;30.5985414;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;7-А;50.5156233;30.5982847;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 318 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-45-11;Відсутній
м.Київ;Деснянський; вул. Лаврухіна;8;50.5172561;30.5990164;Найпростіші укриття;Підвал;Житловий будинок;ТОВ “Житло-сервіс груп”;Приватна;530-72-69;Відсутній
м.Київ;Деснянський; вул. Лісківська;4-А;50.525804;30.6048679;Найпростіші укриття;Підвал ;Школа;Школа І-ІІІ ступенів № 306 Деснянського району міста Києва;;530-06-41;В наявності
м.Київ;Деснянський; вул. Лісківська;4-Б;50.5265704;30.6061442;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І-ІІІ ступенів № 307 з поглибленим вивченням природничих наук Деснянського району міста Києва;;530-06-42;В наявності
м.Київ;Деснянський; вул. Лісківська;7-Б;50.521289;30.6024859;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І-ІІІ ступенів № 313 з поглибленим вивченням інформаційних технологій Деснянського району міста Києва;;530-14-40;В наявності
м.Київ;Деснянський; вул. Лісківська;7-В;50.5210847;30.6011794;Подвійного призначення;Підземний паркінг;КП «Автотранспортник»;КП «Автотранспортник»;;;Відсутній
м.Київ;Деснянський; вул. Матеюка;2 (гуртожиток № 3);50.4687568;30.6348893;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;531-14-55;Відсутній
м.Київ;Деснянський; вул. Матеюка;2-А;50.4685141;30.6358961;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;513-33-48;Відсутній
м.Київ;Деснянський; вул. Матеюка;2-А (гуртожиток № 4);50.46869;30.6358505;Найпростіші укриття;Підвал;Адмінбудівля;Київський національний торговельно-економічний університет;;531-47-99;Відсутній
м.Київ;Деснянський; вул. Матеюка;3;50.4692159;30.6344303;Найпростіші укриття;Підвал;Адмінбудівля;ЦПМСД № 2;;537-15-60;Відсутній
м.Київ;Деснянський; вул. Матеюка;5-А;50.470166;30.6351548;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 301 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;513-55-29;Відсутній
м.Київ;Деснянський; вул. Матеюка;5-Б;50.470531;30.6348976;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 301 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;513-55-29;Відсутній
м.Київ;Деснянський; вул. Маяковського;70;50.5271743;30.6206296;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;12;50.5336337;30.5995292;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;12-А;50.5338386;30.59915;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;2;50.5340941;30.6077868;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;2-Б;50.5342208;30.6068632;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;4;50.5339107;30.6048466;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;4-А;50.53412;30.6046442;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;8;50.5340366;30.6020763;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;8-А;50.5347433;30.6010409;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 319 “КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;532-28-21;Відсутній
м.Київ;Деснянський; вул. Милославська;17;50.5286226;30.6180569;Найпростіші укриття;Підвал;Арсеналець-30;Арсеналець-30;;;Відсутній
м.Київ;Деснянський; вул. Милославська;17-А;50.5282517;30.6173092;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;19;50.52917;30.61764;Найпростіші укриття;Підвал;Арсеналець-30;Арсеналець-30;;;Відсутній
м.Київ;Деснянський; вул. Милославська;19-А;50.5288458;30.6168476;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;21;50.5298439;30.6168359;Найпростіші укриття;Підвал;Арсеналець-30;Арсеналець-30;;;Відсутній
м.Київ;Деснянський; вул. Милославська;21-А;50.5294551;30.6160991;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;23-В;50.530398;30.6137618;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;25;50.5321549;30.6133566;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 316 КП“КК з ОЖФ Деснянського р-ну м. Києва”;Комунальна;530-06-87;Відсутній
м.Київ;Деснянський; вул. Милославська;27;50.5322667;30.611878;Найпростіші укриття;Підвал ;Школа;Школа І ступеня № 311 Деснянського району міста Києва;;530-99-82;В наявності
м.Київ;Деснянський; вул. Милославська;6-А;50.5333013;30.6030483;Подвійного призначення;Підземний перехід з пандусом;КП “ШЕУ”;КП “ШЕУ”;;;В наявності
м.Київ;Деснянський; вул. Милославська;7;50.5280607;30.6231044;Найпростіші укриття;Підвал ;Школа;Комунальний заклад «Навчально-Виховний комплекс «Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням природничих наук - ліцей № 293» Деснянського району міста Києва;;530-38-72;В наявності
м.Київ;Деснянський; вул. Мілютенка;28-В;50.4757454;30.6323397;Найпростіші укриття;Підвал;житловий будинок;ЖЕД 303 “КК з ОЖФ Деснянського р-ну м.Києва”;Комунальна;518-27-37;Відсутній
м.Київ;Деснянський; вул. Мілютенка;42;50.4813909;30.6255196;Найпростіші укриття;Підвал;Харчовик-3;Харчовик-3;;;Відсутній
м.Київ;Деснянський; вул. Мілютенка;5;50.4665905;30.633732;Найпростіші укриття;Підвал ;Школа;Спеціалізована школа І-ІІІ ступенів № 189 з поглибленим вивченням англійської та німецької мови Деснянського району міста Києва;;513-83-09;В наявності
м.Київ;Деснянський; вул. Мілютенка;5-Б;50.4669859;30.6332101;Найпростіші укриття;Підвал ;Школа;Економіко-правовий ліцей II-III ступеню Деснянського району міста Києва;;513-07-67;В наявності
м.Київ;Деснянський; вул. Мілютенка;5-Б;50.4674793;30.6334719;Найпростіші укриття;Підвал з пандусом;Адмінбудівля;Економіко-правовий ліцей ІІ-ІІІ ступенів Деснянського району міста Києва;;513-07-67;В наявності
